tweet,label,Stance_number
"Watching sports live, as we all love to do, is not likely to return to anywhere near normal until there is a vaccine or a cure for COVID-19. That’s the reality we must face. In fact, ”normality” as we knew it is likely gone until the medical experts defeat the virus.",ProVax,1
Trump's transition sabotage threatens vaccine rollout - CNNPolitics https://t.co/dc2f1gqWaQ,Neutral,2
I appeal to all the citizens of India that enjoy the festival's but do not forget that still there is risk of Corona virus & no vaccine for it so take necessary precautions & avoid crowded place @user https://t.co/mwqqEDRmi5,Neutral,2
The virus was only there for the plandemic of social distancing and 5G release for track and trace. Now he has over 3.1 mill DNA for harvesting and vaccine killing coming - sheeple to the slaughterhouse. Anyone with a brain knows covid was a scam. https://t.co/1aJ4p3zKjC,AntiVax,0
"@user This is more accurate Pfizer vaccine: effective, protective and safe Modena vaccine: effective, protective and safe Oxford vaccine: effective, protective, safe and, not-for-profit",ProVax,1
"Chinese President Xi Jinping offers to cooperate with India, BRICS countries to develop COVID-19 vaccine https://t.co/ZfyWeAeC9p",Neutral,2
@user Nobody should want these vaccines. 99.99% survived the Covid19 flu because of their natural health and immune-system. These vaccines are unproven and potentially dangerous. Certainly the mRNA vaccines a (potentially VERY) dangerous experiment.,AntiVax,0
"Yeah, I’m good luv. I’m not taking a vaccine developed in less than a year. https://t.co/SZlLl2bh1W",AntiVax,0
Good news on the vaccine front: https://t.co/eHvACGZHp2,ProVax,1
Thank you so much for sharing an important news that will not be relayed by western media... Just on the day of the announce of the pseudo Pfizer succes of 90%!,ProVax,1
This is fantastic. Not to mention: -summer is coming up for them -maybe a vaccine starting to roll out in the next few months -better treatments -better testing -better mitigation measures -things are getting back to normal (plus strong borders) https://t.co/4oyqHEtFAr,ProVax,1
Seven questions HR is asking about COVID-19 vaccinations https://t.co/ZiJrRI8X9t https://t.co/eKTu3GVygV,Neutral,2
Today is a great day for science! #BelieveInScience Pfizer says early analysis shows its Covid-19 vaccine is 90% effective https://t.co/xrbMXxoJhj,ProVax,1
$MRNA 155 LONG The Canadian government has doubled its order commitment for Moderna's COVID-19 vaccine from 20 million to 40 million doses. FDA regulatory approval is expected to be granted on December 17th.,Neutral,2
"Is herd immunity a reality? 🎟️ Join the next @user Q&A when they ask @user (@user & @user (@user about the spread of #COVID19, #vaccines, & how this compares to past #outbreaks. More info here 👉 https://t.co/I334qiFPm5 https://t.co/T0wNcU75Qd",Neutral,2
At work overhearing all my colleagues talking about how the govt wants you to get COVID and how the govt's not satisfied with how many got the disease so far and the vaccine is just injecting the disease so everyone gets it even the careful people. https://t.co/xUW7Et8LWk,AntiVax,0
Mimicking coronavirus could be key for a COVID-19 vaccine https://t.co/5MuPhHSa3G #covid19 #vaccine https://t.co/16QaVTG5bH RT @user,Neutral,2
Trump turns on Pfizer over vaccine timing https://t.co/bupgrYAoIq via @user That is so Trump. Take credit for anything good even when you had nothing to do with it. Never take blame for anything bad even when it is all you fault. He is the king of douchebaggery. #Douchebaggery,ProVax,1
"@user EXACTLY it's just a class of drug that's got a random impact on this particular variant - like I said, they don't have anything close to a vaccine or even a 'treatment' for COVID but stock prices are going to surge on this rumor. If it's just a cytokin response we'll be ok",Neutral,2
"@user Still v r not out of danger. Let new vaccines come in but v shd not wait. Please conduct mock drill vaccination exercise for super spreaders in a random manners with existing vaccines BCG, MMR, Influzena+ https://t.co/GgCLnK5bRv https://t.co/b0IuSokzJ2 https://t.co/fmqoFuPwsk",AntiVax,0
"the vaccine will work. MEANWHILE, over 80% of people TESTING POSITIVE FOR COVID didn’t know they had it because SYMPTOMS WERE SO MILD. #CantMakeThisUp""",AntiVax,0
"Great news, followed by good news on the COVID-19 vaccine. 2021 could be a good year when @user can get back to the manifesto and start using the 80 majority to shake the tree 👍👏 @user https://t.co/YBgSVjiPDk",ProVax,1
Unfortunately the COVID vaccine reacted poorly with Santa Claus's elf biology and he is expected to be unable to work at least until the new year due to the constant vomiting and diarrhea,AntiVax,0
I’m not taking no damn rushed vaccine idc who approves it https://t.co/kFeMQmYkvk,AntiVax,0
@user Typical Biden Communistic Media Network story. Gotta push a narrative. Though nice videos out and about from a former Pfizer epidemiologist states mass testing should not be done. Asymptomatic cases do not spread virus. Y'all just pushing a Fauci narrative. Caucus been wrong.,AntiVax,0
"Getting a flu vaccine during 2020-2021 is more important than ever because of the ongoing COVID-19 pandemic. Flu vaccination is especially important for adults 65 years and older, who account for most hospitalizations and deaths from flu and from COVID-19. #FluSeason #COVID19 https://t.co/Vu71eSccAO",ProVax,1
Good news on vaccine. And this is how it works. https://t.co/7G0k5bZj95,ProVax,1
"@user Saying this is a study written by ""Fauci's own NIH"" is like saying a book is written by ""Bennie Thompson (D-MS)'s own Congress"" because it's cataloged in the Library of Congress (also Fauci is head of NIAID, not the whole NIH).",Neutral,2
@user And trump had nothing to do with it. If anything thank Germany or just Pfizer directly. You can take credit for the Trump virus killing 300k Americans. That one you can own.,ProVax,1
The UK’s @user has become the first regulator in the world to approve the @user COVID-19 vaccine. What will the decision mean for the British public? Find more here: https://t.co/jIe7oconYN.,Neutral,2
"@user No, as stated in my previous tweet “Some of them are still to be approved by the FDA.” The U.S has secured a total 1.1 billion doses of COVID vaccines from various manufacturers, of which only 2 have been approved so far.",Neutral,2
36. Janssen Pharmaceutical Cos. (Johnson & Johnson) + Beth Israel Deaconess Medical Center (BIDMC) Treatment: Preventive vaccine for COVID-19 Type: Vaccine based on Janssen’s AdVac®️ and PER.C6®️ technologies.,Neutral,2
@user Is our ability to get the vaccinations on an exponential curve dependent on one of the more traditional vaccine types/distribution systems) getting on line? Should we emphasize that proportionately more (rather than resources towards the distribution of the Pfizer vaccine?),Neutral,2
"I love this story. ""Since then, Dr. Sahin, who is Turkish, has developed a friendship with Albert Bourla, the Greek chief executive of Pfizer. The pair said in recent interviews that they had bonded over their shared backgrounds as scientists and immigrants.""",Neutral,2
@user Qelly and Perdue have already started tv ads in GA saying they fought for COVID relief and vaccine distribution in the senate. Ridiculous,Neutral,2
Something about this vaccine scares me! Anyone with underlying health issues please be careful. I don’t get the flu jab coz it gives me migraines and aches so this is just a no from me https://t.co/4EQaddUxii,AntiVax,0
"#Stockmarkets soaring in #Europe re #Pfizer progress on a #coronavirus vaccine. US markets also set to open up, also reacting to #Biden win. But vaccine stills need to be rolled out effectively, a huge logistical challenge https://t.co/kiig5E52T1",ProVax,1
@user and @user Anti-Vaxers. Once distribution of the covid-19 vaccine gets distributed. You get a free airline ticket to North Dokota where they literally... and I’m not joking elected a dead person as their representative.,Neutral,2
We'll get a Covid Vaccine before #swfc get into positive points at this rate,Neutral,2
"Ep7: Ghana’s election campaigning, Covid-19 vaccine in Africa, Liberia’s controversial referendum & rogue MPs in Tanzania https://t.co/yxbDIX47ma",Neutral,2
"Pfizer developed a #vaccine for coronavirus with 90% prevention ability. Finally, some good news in 2020.",ProVax,1
"Dear coronavirus vaccine FUCK OFF! Love, America",AntiVax,0
"@user Re: #Covid_19 Vaccine: So, you’re prioritizing INMATES over a 70 yo that just had open heart surgery? May I politely say, “eff you, you prick!?” Guess I should’ve been a thief (yes, like you) instead of a straight citizen all my life!",ProVax,1
"@user A vaccine which will bring unknown side effects to healthy people ""Another coronavirus vaccine trial participant, testing Pfizer’s candidate, similarly woke up with chills, shaking so hard he cracked a tooth after taking the second dose"" psychopath https://t.co/vU8NUFDKEi",AntiVax,0
Actually a really cool thing is if you rearrange the letters of Pfizer it spells Monat!,Neutral,2
@user This is what you tweet? An important announcement on the COVID-19 vaccines. You are disgraceful!,AntiVax,0
"What you should be asking is what is in the vaccine, chemicals, metals etc., and anything else. https://t.co/CE4AzOJPkV",AntiVax,0
"Bylsma Facebook comment that ""only vaccines can save us. Give me a break"" bespeaks not only a skepticism toward vaccines - something reflected in questions he has asked at regional council - is also false regarding the impact of an effective #COVID19 vaccine.",AntiVax,0
@user So the answer is Masks? Biden says he can stop Corona virus by masks! No vaccines neccessary. 🤪,AntiVax,0
Pritzker says an anti-vaccination movement existed in Illinois before the coronavirus and the state is trying hard to put the facts out there to address any misinformation/rumors people read on social media.,Neutral,2
Coming up at 5:30 on @user we speak with Boston physician scientist @user - a member of the @user committee voting on the @user #covid vaccines. Dr. Levy heads the @user program at @user https://t.co/ITgoIMUgYV,ProVax,1
Everyone on TV is now a vaccine expert... Shut up until we know the facts. https://t.co/DWTHdwsYpZ,Neutral,2
@user I brought Polio into it to say if vaccines don't work why isn't polio a major killer in developed countries today - since this guy claims vaccines don't work. Furthermore there is not a COVID-19 vaccine yet and it won't rock up overnight! FYI: commas go after words not in front https://t.co/DGSQAN58ac,ProVax,1
"Help Support the Doctor within us! COVID-19 or Coronavirus is being talked about a lot, people are talking about dashboards, AI/ML, ventilators, testing kits, vaccines, doctors, and nurses on the frontline. But no one is talking about the best Doctor wi… https://t.co/TNszUhxC3J",Neutral,2
